F11,F12,F13,F21,F22,F23,F31,F32,F33,W
1.0248743,0.0,0.0,0.0,1.0248743,0.0,0.0,0.0,1.0,0.12391731
1.0271357,0.0,0.0,0.0,1.0271357,0.0,0.0,0.0,1.0,-0.06626478
1.029397,0.0,0.0,0.0,1.029397,0.0,0.0,0.0,1.0,-0.00066279666
1.0316583,0.0,0.0,0.0,1.0316583,0.0,0.0,0.0,1.0,0.22734565
1.0339196,0.0,0.0,0.0,1.0339196,0.0,0.0,0.0,1.0,0.1863928
1.0361809,0.0,0.0,0.0,1.0361809,0.0,0.0,0.0,1.0,0.007792583
1.0384423,0.0,0.0,0.0,1.0384423,0.0,0.0,0.0,1.0,0.108118504
1.0407035,0.0,0.0,0.0,1.0407035,0.0,0.0,0.0,1.0,-0.09520373
1.0429648,0.0,0.0,0.0,1.0429648,0.0,0.0,0.0,1.0,0.18992217
1.0452261,0.0,0.0,0.0,1.0452261,0.0,0.0,0.0,1.0,-0.013800561
1.0474874,0.0,0.0,0.0,1.0474874,0.0,0.0,0.0,1.0,-0.012089183
1.0497488,0.0,0.0,0.0,1.0497488,0.0,0.0,0.0,1.0,0.09204508
1.05201,0.0,0.0,0.0,1.05201,0.0,0.0,0.0,1.0,-0.045565072
1.0542713,0.0,0.0,0.0,1.0542713,0.0,0.0,0.0,1.0,-0.07469083
1.0565326,0.0,0.0,0.0,1.0565326,0.0,0.0,0.0,1.0,0.049419206
1.058794,0.0,0.0,0.0,1.058794,0.0,0.0,0.0,1.0,0.09128462
1.0610553,0.0,0.0,0.0,1.0610553,0.0,0.0,0.0,1.0,0.21106277
1.0633166,0.0,0.0,0.0,1.0633166,0.0,0.0,0.0,1.0,0.1471755
1.0655779,0.0,0.0,0.0,1.0655779,0.0,0.0,0.0,1.0,-0.028810192
1.0678391,0.0,0.0,0.0,1.0678391,0.0,0.0,0.0,1.0,0.128819
1.0701005,0.0,0.0,0.0,1.0701005,0.0,0.0,0.0,1.0,-0.11633177
1.0723618,0.0,0.0,0.0,1.0723618,0.0,0.0,0.0,1.0,0.2625102
1.0746231,0.0,0.0,0.0,1.0746231,0.0,0.0,0.0,1.0,0.16223086
1.0768844,0.0,0.0,0.0,1.0768844,0.0,0.0,0.0,1.0,-0.0066997632
1.0791457,0.0,0.0,0.0,1.0791457,0.0,0.0,0.0,1.0,0.089779675
1.0814071,0.0,0.0,0.0,1.0814071,0.0,0.0,0.0,1.0,0.18222505
1.0836684,0.0,0.0,0.0,1.0836684,0.0,0.0,0.0,1.0,0.09321336
1.0859296,0.0,0.0,0.0,1.0859296,0.0,0.0,0.0,1.0,0.0013177842
1.0881909,0.0,0.0,0.0,1.0881909,0.0,0.0,0.0,1.0,0.036945745
1.0904522,0.0,0.0,0.0,1.0904522,0.0,0.0,0.0,1.0,0.08610272
1.0927136,0.0,0.0,0.0,1.0927136,0.0,0.0,0.0,1.0,0.07257855
1.0949749,0.0,0.0,0.0,1.0949749,0.0,0.0,0.0,1.0,0.100708395
1.0972362,0.0,0.0,0.0,1.0972362,0.0,0.0,0.0,1.0,-0.007366903
1.0994974,0.0,0.0,0.0,1.0994974,0.0,0.0,0.0,1.0,0.09427301
1.1017588,0.0,0.0,0.0,1.1017588,0.0,0.0,0.0,1.0,0.04930017
1.1040201,0.0,0.0,0.0,1.1040201,0.0,0.0,0.0,1.0,0.23624304
1.1062814,0.0,0.0,0.0,1.1062814,0.0,0.0,0.0,1.0,0.057388745
1.1085427,0.0,0.0,0.0,1.1085427,0.0,0.0,0.0,1.0,-0.03441579
1.110804,0.0,0.0,0.0,1.110804,0.0,0.0,0.0,1.0,0.086683646
1.1130654,0.0,0.0,0.0,1.1130654,0.0,0.0,0.0,1.0,0.27333465
1.1153266,0.0,0.0,0.0,1.1153266,0.0,0.0,0.0,1.0,-0.00893569
1.1175879,0.0,0.0,0.0,1.1175879,0.0,0.0,0.0,1.0,0.44133323
1.1198492,0.0,0.0,0.0,1.1198492,0.0,0.0,0.0,1.0,0.04829352
1.1221106,0.0,0.0,0.0,1.1221106,0.0,0.0,0.0,1.0,0.061810676
1.1243719,0.0,0.0,0.0,1.1243719,0.0,0.0,0.0,1.0,0.28796443
1.1266332,0.0,0.0,0.0,1.1266332,0.0,0.0,0.0,1.0,0.09758614
1.1288944,0.0,0.0,0.0,1.1288944,0.0,0.0,0.0,1.0,0.09085445
1.1311557,0.0,0.0,0.0,1.1311557,0.0,0.0,0.0,1.0,0.25643066
1.1334171,0.0,0.0,0.0,1.1334171,0.0,0.0,0.0,1.0,0.26623428
1.1356784,0.0,0.0,0.0,1.1356784,0.0,0.0,0.0,1.0,0.15584575
1.1379397,0.0,0.0,0.0,1.1379397,0.0,0.0,0.0,1.0,0.29845464
1.140201,0.0,0.0,0.0,1.140201,0.0,0.0,0.0,1.0,0.10794203
1.1424623,0.0,0.0,0.0,1.1424623,0.0,0.0,0.0,1.0,0.29074556
1.1447237,0.0,0.0,0.0,1.1447237,0.0,0.0,0.0,1.0,0.19062707
1.1469849,0.0,0.0,0.0,1.1469849,0.0,0.0,0.0,1.0,0.0011124909
1.1492462,0.0,0.0,0.0,1.1492462,0.0,0.0,0.0,1.0,0.10813503
1.1515075,0.0,0.0,0.0,1.1515075,0.0,0.0,0.0,1.0,0.23230307
1.1537688,0.0,0.0,0.0,1.1537688,0.0,0.0,0.0,1.0,0.22153856
1.1560302,0.0,0.0,0.0,1.1560302,0.0,0.0,0.0,1.0,0.173703
1.1582915,0.0,0.0,0.0,1.1582915,0.0,0.0,0.0,1.0,0.22206168
1.1605527,0.0,0.0,0.0,1.1605527,0.0,0.0,0.0,1.0,0.17606574
1.162814,0.0,0.0,0.0,1.162814,0.0,0.0,0.0,1.0,0.05799149
1.1650753,0.0,0.0,0.0,1.1650753,0.0,0.0,0.0,1.0,0.26593095
1.1673367,0.0,0.0,0.0,1.1673367,0.0,0.0,0.0,1.0,0.09693269
1.169598,0.0,0.0,0.0,1.169598,0.0,0.0,0.0,1.0,0.22250241
1.1718593,0.0,0.0,0.0,1.1718593,0.0,0.0,0.0,1.0,0.24680117
1.1741205,0.0,0.0,0.0,1.1741205,0.0,0.0,0.0,1.0,0.13996491
1.176382,0.0,0.0,0.0,1.176382,0.0,0.0,0.0,1.0,0.39403123
1.1786432,0.0,0.0,0.0,1.1786432,0.0,0.0,0.0,1.0,-0.07075308
1.1809045,0.0,0.0,0.0,1.1809045,0.0,0.0,0.0,1.0,0.19518347
1.1831658,0.0,0.0,0.0,1.1831658,0.0,0.0,0.0,1.0,0.21503954
1.1854272,0.0,0.0,0.0,1.1854272,0.0,0.0,0.0,1.0,0.23162457
1.1876885,0.0,0.0,0.0,1.1876885,0.0,0.0,0.0,1.0,0.1172868
1.1899498,0.0,0.0,0.0,1.1899498,0.0,0.0,0.0,1.0,0.27753726
1.192211,0.0,0.0,0.0,1.192211,0.0,0.0,0.0,1.0,0.40870568
1.1944723,0.0,0.0,0.0,1.1944723,0.0,0.0,0.0,1.0,0.45284763
1.1967337,0.0,0.0,0.0,1.1967337,0.0,0.0,0.0,1.0,0.13772772
1.198995,0.0,0.0,0.0,1.198995,0.0,0.0,0.0,1.0,0.30268785
1.2012563,0.0,0.0,0.0,1.2012563,0.0,0.0,0.0,1.0,0.37894437
1.2035176,0.0,0.0,0.0,1.2035176,0.0,0.0,0.0,1.0,0.35080403
1.2057788,0.0,0.0,0.0,1.2057788,0.0,0.0,0.0,1.0,0.2629035
1.2080402,0.0,0.0,0.0,1.2080402,0.0,0.0,0.0,1.0,0.23024401
1.2103015,0.0,0.0,0.0,1.2103015,0.0,0.0,0.0,1.0,0.5154184
1.2125628,0.0,0.0,0.0,1.2125628,0.0,0.0,0.0,1.0,0.267505
1.2148241,0.0,0.0,0.0,1.2148241,0.0,0.0,0.0,1.0,0.4218342
1.2170854,0.0,0.0,0.0,1.2170854,0.0,0.0,0.0,1.0,0.40860602
1.2193468,0.0,0.0,0.0,1.2193468,0.0,0.0,0.0,1.0,0.38945785
1.221608,0.0,0.0,0.0,1.221608,0.0,0.0,0.0,1.0,0.25852376
1.2238693,0.0,0.0,0.0,1.2238693,0.0,0.0,0.0,1.0,0.32725832
1.2261306,0.0,0.0,0.0,1.2261306,0.0,0.0,0.0,1.0,0.3902642
1.228392,0.0,0.0,0.0,1.228392,0.0,0.0,0.0,1.0,0.31844085
1.2306533,0.0,0.0,0.0,1.2306533,0.0,0.0,0.0,1.0,0.32151622
1.2329146,0.0,0.0,0.0,1.2329146,0.0,0.0,0.0,1.0,0.49845293
1.2351758,0.0,0.0,0.0,1.2351758,0.0,0.0,0.0,1.0,0.42390072
1.2374372,0.0,0.0,0.0,1.2374372,0.0,0.0,0.0,1.0,0.52397776
1.2396985,0.0,0.0,0.0,1.2396985,0.0,0.0,0.0,1.0,0.26175678
1.2419598,0.0,0.0,0.0,1.2419598,0.0,0.0,0.0,1.0,0.2303869
1.2442211,0.0,0.0,0.0,1.2442211,0.0,0.0,0.0,1.0,0.5029863
1.2464824,0.0,0.0,0.0,1.2464824,0.0,0.0,0.0,1.0,0.32096404
1.2487438,0.0,0.0,0.0,1.2487438,0.0,0.0,0.0,1.0,0.6317144
1.251005,0.0,0.0,0.0,1.251005,0.0,0.0,0.0,1.0,0.3446796
1.2532663,0.0,0.0,0.0,1.2532663,0.0,0.0,0.0,1.0,0.4663551
1.2555276,0.0,0.0,0.0,1.2555276,0.0,0.0,0.0,1.0,0.46821526
1.2577889,0.0,0.0,0.0,1.2577889,0.0,0.0,0.0,1.0,0.47815543
1.2600503,0.0,0.0,0.0,1.2600503,0.0,0.0,0.0,1.0,0.6495925
1.2623116,0.0,0.0,0.0,1.2623116,0.0,0.0,0.0,1.0,0.58373415
1.2645729,0.0,0.0,0.0,1.2645729,0.0,0.0,0.0,1.0,0.5764813
1.2668341,0.0,0.0,0.0,1.2668341,0.0,0.0,0.0,1.0,0.7552779
1.2690954,0.0,0.0,0.0,1.2690954,0.0,0.0,0.0,1.0,0.52276
1.2713568,0.0,0.0,0.0,1.2713568,0.0,0.0,0.0,1.0,0.52908456
1.2736181,0.0,0.0,0.0,1.2736181,0.0,0.0,0.0,1.0,0.6772826
1.2758794,0.0,0.0,0.0,1.2758794,0.0,0.0,0.0,1.0,0.50396305
1.2781408,0.0,0.0,0.0,1.2781408,0.0,0.0,0.0,1.0,0.755031
1.280402,0.0,0.0,0.0,1.280402,0.0,0.0,0.0,1.0,0.72599363
1.2826633,0.0,0.0,0.0,1.2826633,0.0,0.0,0.0,1.0,0.7890911
1.2849246,0.0,0.0,0.0,1.2849246,0.0,0.0,0.0,1.0,0.6311535
1.2871859,0.0,0.0,0.0,1.2871859,0.0,0.0,0.0,1.0,0.76940966
1.2894473,0.0,0.0,0.0,1.2894473,0.0,0.0,0.0,1.0,0.6178465
1.2917085,0.0,0.0,0.0,1.2917085,0.0,0.0,0.0,1.0,0.7478872
1.2939699,0.0,0.0,0.0,1.2939699,0.0,0.0,0.0,1.0,0.5627283
1.2962312,0.0,0.0,0.0,1.2962312,0.0,0.0,0.0,1.0,0.48931295
1.2984924,0.0,0.0,0.0,1.2984924,0.0,0.0,0.0,1.0,0.75285035
1.3007538,0.0,0.0,0.0,1.3007538,0.0,0.0,0.0,1.0,0.7277268
1.303015,0.0,0.0,0.0,1.303015,0.0,0.0,0.0,1.0,0.736619
1.3052764,0.0,0.0,0.0,1.3052764,0.0,0.0,0.0,1.0,0.78206956
1.3075377,0.0,0.0,0.0,1.3075377,0.0,0.0,0.0,1.0,0.88521665
1.309799,0.0,0.0,0.0,1.309799,0.0,0.0,0.0,1.0,0.88236856
1.3120604,0.0,0.0,0.0,1.3120604,0.0,0.0,0.0,1.0,1.1668775
1.3143216,0.0,0.0,0.0,1.3143216,0.0,0.0,0.0,1.0,0.67404616
1.3165829,0.0,0.0,0.0,1.3165829,0.0,0.0,0.0,1.0,0.905627
1.3188442,0.0,0.0,0.0,1.3188442,0.0,0.0,0.0,1.0,0.839691
1.3211055,0.0,0.0,0.0,1.3211055,0.0,0.0,0.0,1.0,0.9156748
1.3233669,0.0,0.0,0.0,1.3233669,0.0,0.0,0.0,1.0,1.013376
1.3256282,0.0,0.0,0.0,1.3256282,0.0,0.0,0.0,1.0,1.0398777
1.3278894,0.0,0.0,0.0,1.3278894,0.0,0.0,0.0,1.0,1.0136924
1.3301507,0.0,0.0,0.0,1.3301507,0.0,0.0,0.0,1.0,0.89003384
1.332412,0.0,0.0,0.0,1.332412,0.0,0.0,0.0,1.0,0.8362997
1.3346734,0.0,0.0,0.0,1.3346734,0.0,0.0,0.0,1.0,0.8995437
1.3369347,0.0,0.0,0.0,1.3369347,0.0,0.0,0.0,1.0,0.74958014
1.339196,0.0,0.0,0.0,1.339196,0.0,0.0,0.0,1.0,1.0074235
1.3414572,0.0,0.0,0.0,1.3414572,0.0,0.0,0.0,1.0,0.99290144
1.3437185,0.0,0.0,0.0,1.3437185,0.0,0.0,0.0,1.0,1.0223849
1.3459799,0.0,0.0,0.0,1.3459799,0.0,0.0,0.0,1.0,1.2448871
1.3482412,0.0,0.0,0.0,1.3482412,0.0,0.0,0.0,1.0,1.0255272
1.3505025,0.0,0.0,0.0,1.3505025,0.0,0.0,0.0,1.0,1.1074463
1.3527639,0.0,0.0,0.0,1.3527639,0.0,0.0,0.0,1.0,1.144151
1.355025,0.0,0.0,0.0,1.355025,0.0,0.0,0.0,1.0,1.3038806
1.3572865,0.0,0.0,0.0,1.3572865,0.0,0.0,0.0,1.0,1.101863
1.3595477,0.0,0.0,0.0,1.3595477,0.0,0.0,0.0,1.0,1.1357597
1.361809,0.0,0.0,0.0,1.361809,0.0,0.0,0.0,1.0,1.1678343
1.3640704,0.0,0.0,0.0,1.3640704,0.0,0.0,0.0,1.0,1.1722035
1.3663316,0.0,0.0,0.0,1.3663316,0.0,0.0,0.0,1.0,1.2677106
1.368593,0.0,0.0,0.0,1.368593,0.0,0.0,0.0,1.0,1.245766
1.3708543,0.0,0.0,0.0,1.3708543,0.0,0.0,0.0,1.0,1.1858763
1.3731155,0.0,0.0,0.0,1.3731155,0.0,0.0,0.0,1.0,1.3700526
1.3753769,0.0,0.0,0.0,1.3753769,0.0,0.0,0.0,1.0,1.1597282
1.3776382,0.0,0.0,0.0,1.3776382,0.0,0.0,0.0,1.0,1.3616455
1.3798995,0.0,0.0,0.0,1.3798995,0.0,0.0,0.0,1.0,1.2808332
1.3821608,0.0,0.0,0.0,1.3821608,0.0,0.0,0.0,1.0,1.2410233
1.3844221,0.0,0.0,0.0,1.3844221,0.0,0.0,0.0,1.0,1.2854488
1.3866835,0.0,0.0,0.0,1.3866835,0.0,0.0,0.0,1.0,1.1825982
1.3889447,0.0,0.0,0.0,1.3889447,0.0,0.0,0.0,1.0,1.4133309
1.391206,0.0,0.0,0.0,1.391206,0.0,0.0,0.0,1.0,1.613071
1.3934673,0.0,0.0,0.0,1.3934673,0.0,0.0,0.0,1.0,1.4221375
1.3957286,0.0,0.0,0.0,1.3957286,0.0,0.0,0.0,1.0,1.364729
1.39799,0.0,0.0,0.0,1.39799,0.0,0.0,0.0,1.0,1.3490498
1.4002513,0.0,0.0,0.0,1.4002513,0.0,0.0,0.0,1.0,1.4556428
1.4025126,0.0,0.0,0.0,1.4025126,0.0,0.0,0.0,1.0,1.3484159
1.4047738,0.0,0.0,0.0,1.4047738,0.0,0.0,0.0,1.0,1.384898
1.4070351,0.0,0.0,0.0,1.4070351,0.0,0.0,0.0,1.0,1.5879352
1.4092965,0.0,0.0,0.0,1.4092965,0.0,0.0,0.0,1.0,1.5644492
1.4115578,0.0,0.0,0.0,1.4115578,0.0,0.0,0.0,1.0,1.5241838
1.4138191,0.0,0.0,0.0,1.4138191,0.0,0.0,0.0,1.0,1.7020001
1.4160804,0.0,0.0,0.0,1.4160804,0.0,0.0,0.0,1.0,1.612524
1.4183416,0.0,0.0,0.0,1.4183416,0.0,0.0,0.0,1.0,1.6386105
1.420603,0.0,0.0,0.0,1.420603,0.0,0.0,0.0,1.0,1.5389524
1.4228643,0.0,0.0,0.0,1.4228643,0.0,0.0,0.0,1.0,1.3787152
1.4251256,0.0,0.0,0.0,1.4251256,0.0,0.0,0.0,1.0,1.616134
1.427387,0.0,0.0,0.0,1.427387,0.0,0.0,0.0,1.0,1.6658461
1.4296482,0.0,0.0,0.0,1.4296482,0.0,0.0,0.0,1.0,1.7280753
1.4319096,0.0,0.0,0.0,1.4319096,0.0,0.0,0.0,1.0,1.7859664
1.4341708,0.0,0.0,0.0,1.4341708,0.0,0.0,0.0,1.0,1.783991
1.4364321,0.0,0.0,0.0,1.4364321,0.0,0.0,0.0,1.0,1.6794884
1.4386935,0.0,0.0,0.0,1.4386935,0.0,0.0,0.0,1.0,1.8879912
1.4409548,0.0,0.0,0.0,1.4409548,0.0,0.0,0.0,1.0,1.9776604
1.4432161,0.0,0.0,0.0,1.4432161,0.0,0.0,0.0,1.0,1.8343916
1.4454774,0.0,0.0,0.0,1.4454774,0.0,0.0,0.0,1.0,1.8296158
1.4477386,0.0,0.0,0.0,1.4477386,0.0,0.0,0.0,1.0,1.9069408
1.45,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.0,1.8801669
